n : -2.6664467488257273;-2.242492976367325
n : 1.8730886809368696;4.063787228096556
n : -1.350514392327684;-4.751646754805937
n : -4.897751741817919;-2.921643874262644
n : -0.9634107299469985;3.822634417356653
n : 2.620625770513618;-1.1858010537576757
n : 2.097383031142294;-1.5877053907203367
n : 0.9103339364029059;3.369384501904374
n : -0.021206521961679492;1.2445639768944243
n : 1.047982735413533;-3.232787956050338
n : 2.1810646266128817;-2.716817792250288
n : 0.36132993729848906;1.565372985392326
n : -2.2044500841169077;-0.6491607028995077
n : -2.291440549730094;-1.979747332053118
n : 2.8866618482564874;-3.4119389596293512
n : 4.30850977047254;-2.2530165856451756
n : -3.106528933654219;2.1573360669382673
n : 0.5133909497158715;-2.967013480162742
n : 0.9565458279790784;-4.239503648072786
n : -3.1070658171939636;0.12775461309358072
n : -2.551742252802802;-4.721975701297412
n : -3.7697074407762567;1.7509869161113079
n : -1.816583531731446;0.17498174270165556
n : -1.6566131102842974;2.6037969333021094
n : 1.3985472418327465;3.3649343373935423
n : -0.008090470775064418;4.378849484690708
n : -1.8022476812230948;-2.2139806281739527
n : -1.266033790271087;2.28127801938734
n : -2.596020856797563;0.531583341081947
n : -2.391020615283397;-3.469180050585
n : 2.2001991375635406;0.513178508588215
n : 4.322269926086825;1.5662341126120571
n : 2.110701069826182;4.764341292318171
n : 4.429283489205636;-4.273012595690878
n : -4.160342798071415;-0.9819096561175913
n : 2.9078674872937533;3.691777848193265
n : 1.4101058905979178;-0.0766980901475689
n : -3.5334542433939475;-3.4095564597715846
n : -1.313085469005876;2.6386015739037028
n : 3.611323089993274;2.6684308873168856
n : 0.7223412232947073;-0.8475396870180969
n : 2.0438377838478994;-3.121388112335348
n : -1.2131167698536718;-2.5069440491825756
n : 3.931635203548396;-0.7199821205852519
n : 1.5686881807512032;2.567855008667925
n : -2.534044821101559;0.5012178837925347
n : -1.6591350188477119;-3.932576496831995
n : -1.6135645658425233;-0.806948449044329
n : 2.9098216708776423;-4.721393306864573
n : -2.7939878513814564;-0.9376166603282741
n : -4.810257380439216;3.1826892563979055
n : -3.947110757925454;2.926600521107413
n : -0.7363429527966279;4.172638922217917
n : -3.039452162996917;1.8528032116119295
n : -2.740302722974951;-3.6905575665875157
n : 4.60448650012561;1.9256028094565174
n : -1.4493620394261875;-4.329603911894684
n : -0.5376026621510164;-3.1932377672366496
n : 4.997626655404826;-0.5962390112572216
n : -1.7345999105755014;3.173085512700954
n : -1.1597022821842073;1.3134091684783646
n : 3.796156046852527;-4.914945687917971
n : -4.259332388268752;-1.6824163878351897
n : -2.967060859608658;-3.2681286574741675
n : -4.959463442613755;0.7376671943034916
n : -3.7051527618496505;-3.035982120674184
n : 4.00282203414352;-0.8839616994560338
n : -1.7854857573469651;1.6878543608413787
n : -0.32124870192410526;-2.394475392916855
n : 1.6361354153935492;-2.8073992150310945
n : -4.795442801425741;-1.2962019827618745
n : 1.9487052579334554;-3.809341461719141
n : -2.020188635827085;4.719197441884599
n : 2.1457795274422073;3.388270888647078
n : 0.054648039063201814;4.404590300440342
n : -4.215530045940077;-0.7195592446395143
n : 4.080621089627165;-2.797748008764933
n : -2.2849283591705163;2.896725744358686
n : 4.1765730554887135;-2.2186955768721237
n : -4.5177238198490475;1.7049157126109815
n : -0.0852453471995398;2.61803458945076
n : -2.9605892555060964;0.9091902979812687
n : 2.503764856965355;4.138577447120609
n : 1.0902155397089928;3.4857441073276156
n : 4.484104997549775;2.230251443746985
n : 2.9504066968583427;2.1525806172570867
n : 3.978494997359947;4.163949843420209
n : 1.2835578690960592;4.437519705465062
n : -1.3616276878097935;-2.19782563207605
n : 2.047246348318515;-4.382234108832702
n : -0.6014725428625969;1.0159577849623265
n : 0.28215249360428984;0.2292652432433009
n : 3.4652447238611384;-2.2494742162157824
n : 4.430908955927141;2.35665411707168
n : 3.6628457435031034;-2.681112192520078
n : -1.1716318011532199;4.396654659350091
n : -4.66185969927555;0.5161839326629183
n : 1.9080093273770862;3.271014127134272
n : 2.4098811262124844;-1.5322648032133293
n : 2.7229036816290373;-1.143089076136572
n : -3.7973812486582394;3.1853809215319338
n : -3.4409686712726506;1.8685655487329287
n : 3.107038111846606;-3.8223712250206496
n : -1.475957727090357;-3.4040488558599966
n : -0.2245535697249803;-1.4203787583041683
n : -0.49488157036142155;1.6279160781548017
n : -1.3563503990347647;-0.807419124284861
n : -4.203615014282586;-2.6276276785553696
n : 3.613383374028313;3.5283761639457847
n : -0.7049096955512821;4.155041292197081
n : -3.8866962388830464;2.7892750232386057
n : -0.4728863983088418;-4.846749500640972
n : 4.415751052437807;0.5149486299123165
n : 3.014992574692327;-4.9003433987239795
n : -3.953787249977366;-0.261555614553167
n : -2.5810259449956097;1.308844419108289
n : 2.7060043490959753;-4.884606884125311
n : -1.106227614449684;-1.6724199932557116
n : -0.960938645985796;0.839508190572543
n : 1.4341983459142114;1.1286879447298892
n : 1.42530168041489;2.8320846996483526
n : 2.5255220844836854;1.1256410628720603
n : -1.8277073931247156;4.524544353412439
n : 1.0281514852730673;0.9538407898918742
n : -3.6308457207427267;-3.305164382960096
n : 4.112867817407341;1.2403248721267603
n : 3.065523987889188;-2.3691438893618155
n : -0.7874460737185185;-1.7329144521537856
n : 0.22058950205797245;3.2830917449409185
n : -4.708708418908677;3.5543275353290387
n : -0.13462577501504835;4.554059554911863
n : 4.99136455940064;-0.6909239391783153
n : -1.0801463533870406;3.7279334955470897
n : 0.24628619140661723;4.955337875526247
n : -4.981098887859793;3.6440543932817047
n : 4.229466184463087;4.0758751719634905
n : 4.579691800375565;-2.8148505850541525
n : -4.000357501902963;-4.376123486235692
n : -2.8504107204609728;4.1709147335127295
n : 4.5790533952124015;2.3948782593088644
n : 4.860929790417684;-4.6149204593095146
n : 1.0548653235673715;-0.5332882523799274
n : 1.5569133842507519;4.953736964436619
n : -3.9957138308697226;4.3409022125219625
n : 2.7840627277447085;-0.2699197282073085
n : 0.4348480074626959;-1.6971566757269407
n : 2.1148752257291505;4.99804544944873
n : -2.494635558190131;4.9689998570593605
n : -2.3254059279648365;-1.7575500937571018
n : -1.4069475413029062;-4.921033821583269
n : 3.0695719942158757;-2.199247626638301
n : -1.2300193684449132;1.9345107297930788
n : 1.3605817112145147;-4.189403561676198
n : -3.6907480365824874;-0.47280191567840824
n : -4.176951751789419;1.616476678000506
n : -2.5559503684278475;-0.5180188942528368
n : -0.8677248103603095;-1.7107498403909038
n : 2.1347682088947924;-0.32396206172165076
n : -4.160158896038925;0.011268423964522434
n : 2.4591981736239434;4.71933012575178
n : 2.9373874175670034;-0.34144669306928055
n : -1.5884652350735742;4.535138801901423
